# segment file written by condition_segs: version 05/07/22
# some SrTiO3 data from http://mimp.materials.cmu.edu/~gr20/Grain_Boundary_Data_Archive/SrTiO3_1/SrT
# comment: Some SrTiO3 data from the Grain_Boundary_Data_Archive                                               
#   phi1     PHI      phi2     phi1     PHI      phi2        x1         y1         x2         y2 
    1.241    0.198    5.415    4.395    0.394    1.924     44.550     14.980     46.350     14.120
    4.294    0.718    1.605    5.642    0.574    1.206     44.550     32.300     45.150     29.700
    0.913    0.618    6.127    5.642    0.574    1.206     44.550     32.300     45.150     32.650
    5.489    0.426    6.020    1.384    0.673    5.010     44.700      3.810     45.300      4.330
    1.384    0.673    5.010    2.766    0.655    3.972     44.700      3.810     46.350      1.650
    3.384    0.069    2.419    2.456    1.004    3.914     44.700     42.260     44.850     42.520
    2.472    0.879    4.182    3.384    0.069    2.419     44.700     42.780     44.850     42.700
    6.111    0.751    0.641    2.790    0.445    4.272     44.850     23.470     45.300     22.690
    2.790    0.445    4.272    2.388    0.721    4.614     44.850     23.470     45.900     24.080
    4.698    0.365    2.114    2.456    1.004    3.914     44.850     42.180     45.300     42.260
    4.639    0.567    1.831    5.410    0.670    0.259     45.150     19.830     45.600     19.570
    5.410    0.670    0.259    3.940    0.691    2.951     45.150     19.830     45.600     20.960
    6.111    0.751    0.641    0.163    0.434    6.023     45.150     21.740     45.300     22.690
    0.163    0.434    6.023    3.940    0.691    2.951     45.150     21.740     45.600     20.960
    5.396    0.945    1.449    5.642    0.574    1.206     45.150     29.700     45.900     29.440
    4.698    0.365    2.114    5.642    0.574    1.206     45.150     32.650     46.650     31.260
    5.489    0.426    6.020    0.915    0.690    5.683     45.300      4.330     44.400      5.540
    5.489    0.426    6.020    0.915    0.690    5.683     44.400      5.540     45.750      7.190
    0.915    0.690    5.683    1.384    0.673    5.010     45.300      4.330     46.050      4.590
    0.163    0.434    6.023    2.790    0.445    4.272     45.300     22.690     45.900     24.080
    4.639    0.567    1.831    4.460    0.810    2.265     45.600     19.570     45.900     17.490
    4.460    0.810    2.265    5.410    0.670    0.259     45.600     19.570     46.650     19.660
    0.163    0.434    6.023    5.410    0.670    0.259     45.600     20.960     46.650     20.870
    4.698    0.365    2.114    4.207    0.487    2.127     45.600     42.440     45.900     42.440
    4.782    0.443    1.006    0.915    0.690    5.683     45.750      7.190     46.650      6.670
    4.395    0.394    1.924    3.803    0.299    2.976     45.900     11.090     46.950     11.860
    3.803    0.299    2.976    4.782    0.443    1.006     45.900     11.090     47.850      8.920
    1.241    0.198    5.415    4.460    0.810    2.265     45.900     17.490     47.400     17.840
    2.388    0.721    4.614    0.163    0.434    6.023     45.900     24.080     46.050     24.510
    5.396    0.945    1.449    1.764    0.261    4.428     45.900     29.440     47.550     25.550
    1.764    0.261    4.428    5.642    0.574    1.206     45.900     29.440     46.800     29.790
    1.764    0.261    4.428    5.642    0.574    1.206     46.800     29.790     46.650     31.260
    4.698    0.365    2.114    0.202    0.750    0.290     45.900     42.440     46.350     42.520
    0.202    0.750    0.290    4.207    0.487    2.127     45.900     42.440     46.050     42.700
    2.686    0.807    3.817    2.766    0.655    3.972     46.050      0.090     46.350      1.650
    0.915    0.690    5.683    6.161    0.342    0.796     46.050      4.590     46.800      6.410
    6.161    0.342    0.796    1.384    0.673    5.010     46.050      4.590     47.850      3.720
    0.163    0.434    6.023    5.396    0.945    1.449     46.050     24.510     46.650     24.510
    2.686    0.807    3.817    1.384    0.673    5.010     46.350      1.650     47.400      1.730
    4.395    0.394    1.924    3.402    0.228    3.830     46.350     14.120     46.950     11.860
    3.402    0.228    3.830    1.241    0.198    5.415     46.350     14.120     48.600     15.240
    4.782    0.443    1.006    2.006    0.569    4.558     46.650      6.670     47.850      8.920
    2.006    0.569    4.558    0.915    0.690    5.683     46.650      6.670     46.800      6.410
    5.410    0.670    0.259    3.132    0.600    3.462     46.650     19.660     46.950     20.180
    3.132    0.600    3.462    4.460    0.810    2.265     46.650     19.660     47.400     19.400
    5.410    0.670    0.259    4.969    0.749    1.717     46.650     20.870     46.950     20.180
    4.969    0.749    1.717    0.163    0.434    6.023     46.650     20.870     48.450     21.740
    0.163    0.434    6.023    5.576    0.381    0.606     46.650     24.510     48.900     23.040
    5.576    0.381    0.606    5.396    0.945    1.449     46.650     24.510     47.550     25.550
    1.764    0.261    4.428    4.698    0.365    2.114     46.650     31.260     52.800     35.510
    0.202    0.750    0.290    4.698    0.365    2.114     46.650     42.520     51.900     40.700
    2.006    0.569    4.558    6.161    0.342    0.796     46.800      6.410     48.300      7.100
    3.402    0.228    3.830    3.803    0.299    2.976     46.950     11.860     49.500     11.780
    4.969    0.749    1.717    3.132    0.600    3.462     46.950     20.180     47.550     20.180
    0.306    0.582    0.146    4.460    0.810    2.265     47.400     17.840     47.400     19.400
    0.306    0.582    0.146    1.241    0.198    5.415     47.400     17.840     48.450     17.580
    3.132    0.600    3.462    0.306    0.582    0.146     47.400     19.400     47.700     19.570
    2.686    0.807    3.817    2.186    0.525    3.879     47.550      0.610     47.700      1.210
    5.115    0.203    0.830    1.384    0.673    5.010     47.550      2.170     47.850      3.720
    4.742    0.266    1.210    3.132    0.600    3.462     47.550     20.180     47.700     19.570
    4.969    0.749    1.717    4.742    0.266    1.210     47.550     20.180     48.450     21.740
    5.576    0.381    0.606    1.764    0.261    4.428     47.550     25.550     48.600     25.630
    0.306    0.582    0.146    4.742    0.266    1.210     47.700     19.570     49.050     18.620
    5.115    0.203    0.830    6.161    0.342    0.796     47.850      3.720     49.800      5.370
    5.115    0.203    0.830    6.161    0.342    0.796     49.800      5.370     49.350      6.320
    2.006    0.569    4.558    3.803    0.299    2.976     47.850      8.920     48.900      9.180
    6.161    0.342    0.796    6.234    0.625    6.000     48.300      7.100     49.350      6.320
    6.234    0.625    6.000    2.006    0.569    4.558     48.300      7.100     49.050      8.230
    0.306    0.582    0.146    2.330    0.493    3.843     48.450     17.580     49.050     18.620
    2.330    0.493    3.843    1.241    0.198    5.415     48.450     17.580     48.900     16.970
    0.163    0.434    6.023    4.742    0.266    1.210     48.450     21.740     49.050     22.780
    1.241    0.198    5.415    1.230    0.401    4.996     48.600     15.240     48.900     16.970
    1.230    0.401    4.996    3.402    0.228    3.830     48.600     15.240     49.800     13.860
    1.764    0.261    4.428    1.842    0.404    4.322     48.600     25.630     49.050     26.410
    1.764    0.261    4.428    1.842    0.404    4.322     49.050     26.410     50.400     25.810
    1.842    0.404    4.322    5.576    0.381    0.606     48.600     25.630     49.500     24.770
    2.006    0.569    4.558    2.829    0.545    2.785     48.900      9.180     49.050      8.230
    2.829    0.545    2.785    3.803    0.299    2.976     48.900      9.180     49.500     10.050
    1.230    0.401    4.996    2.330    0.493    3.843     48.900     16.970     49.350     17.060
    5.576    0.381    0.606    2.467    0.936    4.293     48.900     23.040     49.500     24.770
    2.467    0.936    4.293    0.163    0.434    6.023     48.900     23.040     49.050     22.780
    2.829    0.545    2.785    6.234    0.625    6.000     49.050      8.230     50.400      7.620
    4.742    0.266    1.210    2.330    0.493    3.843     49.050     18.620     49.350     17.060
    2.467    0.936    4.293    4.742    0.266    1.210     49.050     22.780     52.500     19.570
    5.115    0.203    0.830    6.234    0.625    6.000     49.350      6.320     50.850      6.670
    4.742    0.266    1.210    1.230    0.401    4.996     49.350     17.060     52.350     16.710
    3.803    0.299    2.976    5.162    0.682    1.170     49.500     10.050     49.500     11.780
    5.162    0.682    1.170    2.829    0.545    2.785     49.500     10.050     50.250     10.310
    5.162    0.682    1.170    3.402    0.228    3.830     49.500     11.780     49.650     11.860
    2.467    0.936    4.293    1.842    0.404    4.322     49.500     24.770     50.400     25.810
    3.402    0.228    3.830    4.678    0.451    2.246     49.650     11.860     49.800     13.340
    4.678    0.451    2.246    5.162    0.682    1.170     49.650     11.860     50.100     12.120
    4.678    0.451    2.246    6.157    1.246    0.197     49.800     13.340     50.550     12.900
    3.402    0.228    3.830    6.157    1.246    0.197     49.800     13.340     49.800     13.860
    6.157    1.246    0.197    1.230    0.401    4.996     49.800     13.860     52.650     13.940
    4.678    0.451    2.246    2.475    0.601    4.200     50.100     12.120     50.550     12.900
    2.475    0.601    4.200    5.162    0.682    1.170     50.100     12.120     51.900     12.120
    5.162    0.682    1.170    2.326    0.994    3.961     50.250     10.310     51.600     11.090
    5.162    0.682    1.170    2.326    0.994    3.961     51.600     11.090     52.050      9.790
    2.326    0.994    3.961    2.829    0.545    2.785     50.250     10.310     51.900      9.700
    6.234    0.625    6.000    4.080    0.358    2.408     50.400      7.620     50.850      6.670
    4.080    0.358    2.408    2.829    0.545    2.785     50.400      7.620     51.750      8.230
    2.467    0.936    4.293    1.764    0.261    4.428     50.400     25.810     53.850     26.410
    6.157    1.246    0.197    2.475    0.601    4.200     50.550     12.900     52.350     13.420
    4.080    0.358    2.408    5.115    0.203    0.830     50.850      6.670     53.400      6.580
    2.829    0.545    2.785    3.161    0.577    3.888     51.750      8.230     51.900      9.700
    3.161    0.577    3.888    4.080    0.358    2.408     51.750      8.230     53.400      7.970
    3.161    0.577    3.888    2.326    0.994    3.961     51.900      9.700     52.050      9.790
    2.475    0.601    4.200    4.402    0.299    1.195     51.900     12.120     52.350     12.380
    5.162    0.682    1.170    4.402    0.299    1.195     51.900     12.120     52.500     12.120
    0.202    0.750    0.290    1.833    0.757    4.044     51.900     40.700     53.100     42.440
    1.833    0.757    4.044    4.698    0.365    2.114     51.900     40.700     52.650     37.330
    5.162    0.682    1.170    3.161    0.577    3.888     52.050      9.790     53.850     10.310
    2.475    0.601    4.200    5.841    0.524    0.601     52.350     12.380     52.650     12.900
    5.841    0.524    0.601    4.402    0.299    1.195     52.350     12.380     52.500     12.300
    1.230    0.401    4.996    2.844    0.927    3.553     52.350     16.710     52.500     16.280
    2.844    0.927    3.553    4.742    0.266    1.210     52.350     16.710     53.100     17.320
    2.279    0.692    3.933    1.230    0.401    4.996     52.500     16.280     52.650     14.640
    2.844    0.927    3.553    2.279    0.692    3.933     52.500     16.280     54.150     16.190
    4.742    0.266    1.210    4.020    0.367    2.176     52.500     19.570     53.250     18.100
    4.020    0.367    2.176    2.467    0.936    4.293     52.500     19.570     53.850     19.830
    5.841    0.524    0.601    1.753    0.700    4.780     52.650     12.380     52.800     12.820
    5.703    0.657    0.739    1.230    0.401    4.996     52.650     13.940     52.650     14.640
    5.703    0.657    0.739    6.157    1.246    0.197     52.650     13.940     52.800     13.860
    5.703    0.657    0.739    2.279    0.692    3.933     52.650     14.640     54.600     15.760
    1.850    0.761    4.817    4.698    0.365    2.114     52.650     37.330     52.800     35.510
    1.833    0.757    4.044    1.850    0.761    4.817     52.650     37.330     53.100     35.510
    5.162    0.682    1.170    1.753    0.700    4.780     52.800     12.300     52.950     12.380
    1.850    0.761    4.817    1.764    0.261    4.428     52.800     35.510     53.100     35.510
    1.753    0.700    4.780    1.698    0.782    4.728     53.100     12.640     53.100     12.820
    4.742    0.266    1.210    4.244    0.546    2.436     53.100     17.320     53.250     18.100
    4.244    0.546    2.436    2.844    0.927    3.553     53.100     17.320     54.150     17.230
    1.833    0.757    4.044    1.764    0.261    4.428     53.100     35.510     55.350     34.380
    4.020    0.367    2.176    4.244    0.546    2.436     53.250     18.100     54.000     18.530
    5.670    0.748    0.471    1.833    0.757    4.044     53.250     42.520     55.050     42.000
    5.115    0.203    0.830    3.993    0.478    2.567     53.400      6.580     54.300      5.890
    3.993    0.478    2.567    4.080    0.358    2.408     53.400      6.580     53.550      7.190
    3.161    0.577    3.888    5.622    0.721    0.303     53.400      7.970     54.000      8.490
    5.622    0.721    0.303    4.080    0.358    2.408     53.400      7.970     53.550      7.360
    5.162    0.682    1.170    5.270    0.590    0.336     53.400     11.780     53.850     11.520
    0.943    0.596    5.826    1.698    0.782    4.728     53.400     12.300     53.550     12.380
    1.698    0.782    4.728    5.548    0.465    0.442     53.400     12.820     53.550     12.380
    5.548    0.465    0.442    0.943    0.596    5.826     53.550     12.380     53.850     12.380
    3.993    0.478    2.567    5.622    0.721    0.303     53.850      7.360     54.600      7.450
    0.066    0.489    5.800    5.548    0.465    0.442     53.850     12.380     54.000     12.820
    0.066    0.489    5.800    0.943    0.596    5.826     53.850     12.380     54.000     12.300
    4.020    0.367    2.176    1.380    0.559    4.292     53.850     19.830     54.300     18.880
    1.380    0.559    4.292    2.467    0.936    4.293     53.850     19.830     55.800     19.920
    1.764    0.261    4.428    5.111    0.780    0.525     53.850     26.410     54.300     27.190
    5.111    0.780    0.525    2.467    0.936    4.293     53.850     26.410     55.050     26.410
    3.161    0.577    3.888    5.920    0.615    5.970     54.000      8.490     54.150      9.960
    5.920    0.615    5.970    5.622    0.721    0.303     54.000      8.490     54.900      8.140
    4.244    0.546    2.436    2.589    0.970    3.969     54.000     18.530     54.300     17.320
    2.589    0.970    3.969    4.020    0.367    2.176     54.000     18.530     54.300     18.880
    0.066    0.489    5.800    1.227    0.374    5.573     54.150     12.380     54.300     12.820
    2.279    0.692    3.933    5.602    0.452    0.307     54.150     16.190     54.600     15.760
    5.602    0.452    0.307    2.844    0.927    3.553     54.150     16.190     54.150     17.230
    5.602    0.452    0.307    4.244    0.546    2.436     54.150     17.230     54.300     17.320
    5.115    0.203    0.830    6.005    0.647    0.352     54.300      0.690     54.450      1.130
    5.655    0.739    6.243    5.115    0.203    0.830     54.300      5.890     55.350      4.070
    3.993    0.478    2.567    5.655    0.739    6.243     54.300      5.890     55.800      5.020
    2.589    0.970    3.969    5.602    0.452    0.307     54.300     17.320     56.850     17.580
    1.380    0.559    4.292    2.589    0.970    3.969     54.300     18.880     55.800     19.920
    1.764    0.261    4.428    3.917    0.623    3.059     54.300     27.190     55.800     33.080
    3.917    0.623    3.059    5.111    0.780    0.525     54.300     27.190     55.050     26.410
    6.005    0.647    0.352    6.124    0.746    0.639     54.600      0.690     54.600      0.870
    5.622    0.721    0.303    5.342    0.168    1.668     54.600      7.450     54.900      8.140
    5.342    0.168    1.668    3.993    0.478    2.567     54.600      7.450     55.800      7.100
    5.342    0.168    1.668    3.993    0.478    2.567     55.800      7.100     56.250      5.630
    1.227    0.374    5.573    4.062    0.676    1.819     54.600     12.640     54.600     12.820
    5.602    0.452    0.307    5.703    0.657    0.739     54.600     15.760     54.900     15.240
    5.920    0.615    5.970    5.690    0.532    1.271     54.750      9.960     55.350      8.230
    0.595    0.250    0.171    6.124    0.746    0.639     54.900      1.210     55.050      1.130
    5.115    0.203    0.830    1.766    0.426    4.708     54.900      1.730     55.350      1.990
    5.342    0.168    1.668    5.920    0.615    5.970     54.900      8.140     55.350      8.230
    3.917    0.623    3.059    2.467    0.936    4.293     55.050     26.410     60.150     21.910
    5.670    0.748    0.471    5.424    0.930    0.418     55.050     42.000     55.350     43.040
    5.424    0.930    0.418    1.833    0.757    4.044     55.050     42.000     57.300     40.700
    5.201    0.929    0.790    0.595    0.250    0.171     55.350      1.130     55.500      1.210
    5.690    0.532    1.271    5.342    0.168    1.668     55.350      8.230     55.950      8.230
    1.787    0.525    3.805    3.834    0.716    2.375     55.350     13.080     55.350     13.420
    1.787    0.525    3.805    0.037    0.757    6.211     55.350     13.600     55.350     13.940
    1.764    0.261    4.428    0.550    0.651    5.807     55.350     34.380     55.800     33.080
    0.550    0.651    5.807    1.833    0.757    4.044     55.350     34.380     56.400     34.990
    1.787    0.525    3.805    4.021    0.537    2.568     55.500     14.200     55.500     14.720
    1.787    0.525    3.805    5.602    0.452    0.307     55.500     14.900     56.850     15.500
    5.201    0.929    0.790    3.765    0.052    2.369     55.650      1.130     55.950      0.610
    5.115    0.203    0.830    0.789    0.690    5.821     55.800      2.770     55.800      3.290
    5.655    0.739    6.243    4.065    0.923    2.439     55.800      5.020     55.950      4.590
    4.065    0.923    2.439    3.993    0.478    2.567     55.800      5.020     55.950      5.110
    2.467    0.936    4.293    2.589    0.970    3.969     55.800     19.920     56.850     19.660
    3.917    0.623    3.059    0.550    0.651    5.807     55.800     33.080     57.000     34.470
    3.917    0.623    3.059    0.550    0.651    5.807     57.000     34.470     56.400     34.990
    5.690    0.532    1.271    1.787    0.525    3.805     55.950      8.230     55.950      9.960
    1.787    0.525    3.805    5.342    0.168    1.668     55.950      8.230     57.450      7.710
    0.789    0.690    5.821    4.970    0.591    1.420     56.100      2.770     56.100      2.940
    4.065    0.923    2.439    4.583    0.155    1.281     56.100      4.850     56.100      5.020
    4.970    0.591    1.420    2.103    0.704    3.984     56.400      2.770     56.550      3.200
    4.557    0.640    1.294    4.970    0.591    1.420     56.400      3.290     56.550      3.200
    4.583    0.155    1.281    5.342    0.168    1.668     56.400      5.540     57.600      6.580
    1.833    0.757    4.044    3.917    0.623    3.059     56.400     34.990     57.300     35.680
    4.557    0.640    1.294    2.103    0.704    3.984     56.550      3.200     56.850      3.200
    4.583    0.155    1.281    5.075    0.711    0.823     56.550      4.070     57.000      3.810
    5.602    0.452    0.307    4.884    0.605    0.785     56.850     15.500     57.300     16.970
    4.884    0.605    0.785    1.787    0.525    3.805     56.850     15.500     59.100     15.760
    2.589    0.970    3.969    1.442    0.795    5.141     56.850     17.580     57.150     18.790
    1.442    0.795    5.141    5.602    0.452    0.307     56.850     17.580     57.300     16.970
    2.467    0.936    4.293    5.584    0.129    0.846     56.850     19.660     57.450     19.830
    5.584    0.129    0.846    2.589    0.970    3.969     56.850     19.660     57.150     18.790
    1.442    0.795    5.141    5.584    0.129    0.846     57.150     18.790     57.600     19.570
    4.884    0.605    0.785    1.442    0.795    5.141     57.300     16.970     59.100     15.930
    3.917    0.623    3.059    0.615    0.424    5.786     57.300     35.680     59.250     36.460
    0.615    0.424    5.786    1.833    0.757    4.044     57.300     35.680     57.450     40.440
    5.424    0.930    0.418    3.822    0.657    1.932     57.300     40.700     57.450     42.700
    3.822    0.657    1.932    1.833    0.757    4.044     57.300     40.700     57.450     40.440
    5.584    0.129    0.846    1.519    1.493    4.754     57.450     19.830     57.600     19.570
    1.519    1.493    4.754    2.467    0.936    4.293     57.450     19.830     57.750     20.700
    1.519    1.493    4.754    2.467    0.936    4.293     57.750     20.700     59.100     20.610
    3.822    0.657    1.932    0.615    0.424    5.786     57.450     40.440     59.250     40.100
    3.822    0.657    1.932    0.919    0.836    5.711     57.450     42.700     58.800     42.780
    0.919    0.836    5.711    5.424    0.930    0.418     57.450     42.700     56.550     43.040
    1.442    0.795    5.141    1.519    1.493    4.754     57.600     19.570     59.100     20.090
    4.583    0.155    1.281    2.501    0.525    4.500     58.350      6.670     58.650      6.670
    1.787    0.525    3.805    4.911    0.778    1.464     58.350      8.920     58.500      9.010
    1.659    1.018    5.122    2.501    0.525    4.500     58.650      6.670     58.800      7.100
    1.659    1.018    5.122    4.583    0.155    1.281     58.650      6.670     58.800      6.580
    5.851    0.583    6.102    1.787    0.525    3.805     58.650      9.440     58.800      9.530
    0.919    0.836    5.711    0.820    0.803    6.225     58.800     42.780     58.350     43.040
    0.820    0.803    6.225    3.822    0.657    1.932     58.800     42.780     60.300     40.880
    1.659    1.018    5.122    6.193    0.250    5.652     59.100      6.930     59.100      7.100
    5.851    0.583    6.102    1.787    0.525    3.805     59.100      9.700     61.050      8.920
    4.884    0.605    0.785    2.646    0.737    4.365     59.100     15.760     59.100     15.930
    2.646    0.737    4.365    1.787    0.525    3.805     59.100     15.760     61.050     14.980
    2.646    0.737    4.365    1.442    0.795    5.141     59.100     15.930     60.600     16.800
    1.442    0.795    5.141    0.946    0.680    5.178     59.100     20.090     61.800     19.570
    1.519    1.493    4.754    0.946    0.680    5.178     59.100     20.090     59.100     20.610
    0.946    0.680    5.178    2.467    0.936    4.293     59.100     20.610     60.150     21.910
    3.917    0.623    3.059    3.381    0.514    2.999     59.250     36.460     64.650     36.810
    3.381    0.514    2.999    0.615    0.424    5.786     59.250     36.460     59.250     40.100
    3.381    0.514    2.999    3.822    0.657    1.932     59.250     40.100     60.300     40.880
    6.086    0.138    0.204    2.594    0.463    3.909     59.850      1.130     60.000      0.690
    5.851    0.583    6.102    0.867    0.690    5.487     60.150      7.190     60.300      7.100
    0.946    0.680    5.178    3.917    0.623    3.059     60.150     21.910     61.500     21.650
    3.381    0.514    2.999    0.820    0.803    6.225     60.300     40.880     62.400     40.880
    1.442    0.795    5.141    4.717    0.551    1.680     60.600     16.800     61.800     19.570
    4.717    0.551    1.680    2.646    0.737    4.365     60.600     16.800     61.050     14.980
    1.470    0.344    5.533    0.479    0.813    5.141     60.900      6.580     60.900      7.100
    1.470    0.344    5.533    5.851    0.583    6.102     60.900      7.620     61.050      8.920
    1.470    0.344    5.533    1.787    0.525    3.805     61.050      8.920     62.550     10.310
    1.470    0.344    5.533    1.787    0.525    3.805     62.550     10.310     64.650     10.480
    4.717    0.551    1.680    1.787    0.525    3.805     61.050     14.980     64.200     13.340
    0.946    0.680    5.178    5.842    0.469    6.078     61.500     21.650     62.250     19.660
    5.842    0.469    6.078    3.917    0.623    3.059     61.500     21.650     68.250     28.670
    4.717    0.551    1.680    0.946    0.680    5.178     61.800     19.570     62.250     19.660
    5.842    0.469    6.078    4.717    0.551    1.680     62.250     19.660     68.700     18.530
    3.381    0.514    2.999    4.141    0.203    3.359     62.400     40.880     65.100     39.320
    4.141    0.203    3.359    0.820    0.803    6.225     62.400     40.880     64.050     42.520
    0.820    0.803    6.225    0.507    0.143    5.308     64.050     42.520     63.450     43.040
    0.507    0.143    5.308    4.141    0.203    3.359     64.050     42.520     64.200     42.440
    4.265    0.397    1.833    4.294    0.295    1.335     64.200      5.370     64.200      5.540
    1.787    0.525    3.805    3.825    0.813    2.014     64.200     13.340     64.350     13.080
    3.825    0.813    2.014    4.717    0.551    1.680     64.200     13.340     64.800     13.340
    4.141    0.203    3.359    2.676    0.423    4.133     64.200     42.440     65.850     40.440
    2.676    0.423    4.133    0.507    0.143    5.308     64.200     42.440     65.250     43.040
    1.470    0.344    5.533    3.510    0.843    2.147     64.650     10.480     65.700      9.700
    3.510    0.843    2.147    1.787    0.525    3.805     64.650     10.480     64.800     10.570
    1.787    0.525    3.805    2.815    0.417    3.698     64.650     11.520     64.650     11.860
    3.381    0.514    2.999    0.367    0.428    5.805     64.650     36.810     65.250     39.060
    0.367    0.428    5.805    3.917    0.623    3.059     64.650     36.810     65.550     35.250
    0.367    0.428    5.805    3.917    0.623    3.059     65.550     35.250     66.600     35.160
    3.510    0.843    2.147    1.787    0.525    3.805     64.950     11.000     65.100     11.090
    3.381    0.514    2.999    0.909    0.928    5.837     65.100     39.320     65.250     39.060
    0.909    0.928    5.837    4.141    0.203    3.359     65.100     39.320     65.850     40.440
    0.367    0.428    5.805    0.909    0.928    5.837     65.250     39.060     67.200     39.660
    1.470    0.344    5.533    2.559    0.472    3.091     65.700      9.700     65.850      9.440
    2.559    0.472    3.091    3.510    0.843    2.147     65.700      9.700     66.150      9.790
    2.676    0.423    4.133    0.909    0.928    5.837     65.850     40.440     66.150     40.440
    4.782    0.335    1.715    3.552    0.591    2.483     66.150      4.590     66.300      5.020
    3.510    0.843    2.147    5.154    0.842    0.925     66.150      9.790     66.900     11.260
    5.154    0.842    0.925    2.559    0.472    3.091     66.150      9.790     66.300      9.530
    2.676    0.423    4.133    4.729    0.720    1.774     66.150     40.440     66.900     41.400
    4.729    0.720    1.774    0.909    0.928    5.837     66.150     40.440     67.200     39.660
    6.159    0.804    0.520    1.470    0.344    5.533     66.600      6.580     66.600      7.100
    3.917    0.623    3.059    3.268    0.568    3.205     66.600     35.160     66.450     33.690
    3.917    0.623    3.059    3.268    0.568    3.205     66.450     33.690     68.400     31.520
    3.268    0.568    3.205    0.367    0.428    5.805     66.600     35.160     70.650     36.460
    6.159    0.804    0.520    4.252    0.533    2.451     66.750      6.670     66.900      7.100
    2.585    0.853    4.003    1.947    0.745    4.123     66.750      8.920     66.900      8.490
    5.388    0.440    1.424    0.170    0.474    5.775     66.750     12.380     66.900     12.820
    5.154    0.842    0.925    2.585    0.853    4.003     66.900      9.010     67.200      8.490
    4.729    0.720    1.774    2.141    0.543    4.843     66.900     41.400     67.200     41.400
    2.141    0.543    4.843    2.676    0.423    4.133     66.900     41.400     65.850     43.040
    5.154    0.842    0.925    0.170    0.474    5.775     67.200     12.640     67.200     12.820
    4.729    0.720    1.774    0.367    0.428    5.805     67.200     39.660     68.100     40.180
    4.729    0.720    1.774    2.452    0.846    4.031     67.200     41.400     68.100     40.180
    2.452    0.846    4.031    2.141    0.543    4.843     67.200     41.400     68.400     42.950
    4.055    0.423    2.351    5.154    0.842    0.925     68.100      8.140     68.550      8.230
    2.452    0.846    4.031    0.367    0.428    5.805     68.100     40.180     69.900     39.320
    4.345    0.364    2.012    6.117    0.315    5.943     68.250      6.670     68.400      7.100
    5.154    0.842    0.925    4.717    0.551    1.680     68.250     13.600     70.650     15.160
    5.842    0.469    6.078    5.051    1.138    1.413     68.250     28.670     70.650     27.970
    5.051    1.138    1.413    3.917    0.623    3.059     68.250     28.670     68.400     31.520
    5.051    1.138    1.413    3.268    0.568    3.205     68.400     31.520     70.650     31.260
    2.452    0.846    4.031    4.489    0.492    1.734     68.400     42.950     69.750     42.520
    4.489    0.492    1.734    2.141    0.543    4.843     68.400     42.950     68.250     43.040
    4.055    0.423    2.351    5.191    0.581    1.287     68.700      7.970     68.700      8.140
    4.717    0.551    1.680    0.174    0.822    5.488     68.700     18.530     68.700     17.320
    4.717    0.551    1.680    0.174    0.822    5.488     68.700     17.320     70.650     15.680
    0.174    0.822    5.488    5.842    0.469    6.078     68.700     18.530     70.650     18.790
    4.489    0.492    1.734    0.854    0.777    4.873     69.750     42.520     70.650     43.040
    0.854    0.777    4.873    2.452    0.846    4.031     69.750     42.520     70.650     40.960
    0.367    0.428    5.805    0.283    0.307    5.601     69.900     39.320     70.650     38.540
    0.283    0.307    5.601    2.452    0.846    4.031     69.900     39.320     70.200     39.660
    2.452    0.846    4.031    1.107    0.729    4.989     70.200     39.660     70.650     40.620
    1.107    0.729    4.989    0.283    0.307    5.601     70.200     39.660     70.650     39.580
